,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,numberofinvestors,year,month
1802,2015-08-03,thehomesalon,on-demandhomebeautyandwellnessportal,,mumbai,VentureNursery,seedfunding,12031073,1,2015,8
1803,2015-08-03,jusride,selfdrivencarrental,,mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",seedfunding,12031073,6,2015,8
1804,2015-08-03,oyo,budgethotelaccommodationbrand,,newdelhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",privateequity,100000000,4,2015,8
1805,2015-08-03,glowship,energy&environmentonlinemarketplace,,bangalore,Infuse Ventures,seedfunding,12031073,1,2015,8
1806,2015-08-03,wizrocket,userengagment&analyticsplatform,,mumbai,"Sequoia Capital, Accel Partners",privateequity,9600000,2,2015,8
1807,2015-08-04,pickingo,on-demanddeliverylogistics,,newdelhi,"Orios Venture Partners, Zishaan Hayath",privateequity,1300000,2,2015,8
1808,2015-08-05,grex,fundraisingplatformforstartups,,pune,"Kunal Bajaj, Chandru Badrinarayanan",seedfunding,650000,2,2015,8
1809,2015-08-05,letstransport,logisticstechplatform,,bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",seedfunding,1300000,4,2015,8
1810,2015-08-05,zorooms,onlinebudgethotelchain,,newdelhi,"Tiger Global Management, Orios Venture Partners",privateequity,30000000,2,2015,8
1811,2015-08-05,doormint,hyperlocalhandymanservices,,mumbai,"Helion Venture Partners, Kalaari Capital",privateequity,3000000,2,2015,8
1812,2015-08-05,nightstay,hotelbookingapp,,noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",seedfunding,500000,3,2015,8
1813,2015-08-05,zocalo,rentalaccomodationfinder,,newdelhi,"Sachin Bhatia, Rajesh Sawhney",seedfunding,12031073,2,2015,8
1814,2015-08-05,sundayrealtysolutions,techplatformforpropertybrokers,,mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",seedfunding,785000,3,2015,8
1815,2015-08-06,klozee,luxuryapparelrental,,bangalore,Tracxn Labs,seedfunding,12031073,1,2015,8
1816,2015-08-06,appvigil,appsecurity testingplatform,,mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",seedfunding,500000,4,2015,8
1817,2015-08-06,practo,doctorappointmentbookingapp,,bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",privateequity,90000000,7,2015,8
1818,2015-08-06,loudshout,anonymousbulletinboardapp,,newdelhi,"Sanjay Sethi, Ravi Jaipuria & others",seedfunding,12031073,2,2015,8
1819,2015-08-06,wetravelsolo,travelcommunityplatform,,newdelhi,"CCube Angels, Frontline Strategy",seedfunding,12031073,2,2015,8
1820,2015-08-06,ketto,crowdfundingplatform,,mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",seedfunding,700000,8,2015,8
1821,2015-08-06,zeta,mobilebasedpossolution,,bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",privateequity,25000000,5,2015,8
1822,2015-08-06,ndtvecommerceventure,car&bikeecommerceplatform,,mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",privateequity,12031073,5,2015,8
1823,2015-08-07,carl’sjr,fastfoodchainfranchisee,,gurgaon,YouWeCan Ventures,seedfunding,630000,1,2015,8
1824,2015-08-07,easyrewardz,loyaltyprograms&rewardpoints,,mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",privateequity,500000,3,2015,8
1825,2015-08-07,gibss,energysavingsolutionsprovider,,mumbai,"responsAbility Investments, Infuse Ventures",privateequity,12031073,2,2015,8
1826,2015-08-07,storemore.in,self-storagespaces,,noida,Bedrock Ventures,seedfunding,12031073,1,2015,8
1827,2015-08-07,iorderfresh,groceryretailmobileapp,,newdelhi,Best Foodworks,seedfunding,12031073,1,2015,8
1828,2015-08-10,mytaxiindia,taxirentalplatform,,gurgaon,"Nihon Kotsu,",privateequity,500000,2,2015,8
1829,2015-08-10,esadar,ecommerce,,newdelhi,"Neha Vats, Gaurav Vats",seedfunding,80000,2,2015,8
1830,2015-08-10,actionableanalytics,machinelearningplatform,,newdelhi,"B M Gupta, Vinod Singhal",seedfunding,12031073,2,2015,8
1831,2015-08-10,mypoolin,mobilesocialnetwork,,newdelhi,QPrize from Qualcomm Ventures,seedfunding,250000,1,2015,8
1832,2015-08-10,nearbuy,hyper-localecommerce,,newdelhi,Sequoia Capital,privateequity,16000000,1,2015,8
1833,2015-08-10,inkmonk,onlineprintingmarketplace,,chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",seedfunding,250000,4,2015,8
1834,2015-08-10,tonetag,mobilepaymentsoftwareplatform,,bangalore,Reliance Capital Venture,privateequity,1000000,1,2015,8
1835,2015-08-10,greyorange,automatedstorage&warehousingsolution,,gurgaon,Tiger Global Management,privateequity,30000000,1,2015,8
1836,2015-08-11,livspace,homedesign&décorsolutions,,bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",privateequity,8000000,2,2015,8
1837,2015-08-11,wow!momo,quickservicerestaurantchain,,kolkata,Indian Angel Network,seedfunding,1600000,1,2015,8
1838,2015-08-11,raincan,subscriptionbasedonlinegroceryplatform,,pune,Ajeet Khurana & Others,seedfunding,100000,1,2015,8
1839,2015-08-11,allygrowtechnologies,engineeringservicescompany,,mumbai,Zodius Technology Fund,privateequity,20000000,1,2015,8
1840,2015-08-11,infogain,businessanditconsulting,,newdelhi,ChrysCapital,privateequity,63000000,1,2015,8
1841,2015-08-12,oneassist,creditcardfraudprotectionsolutions,,mumbai,"Sequoia Capital, Lightspeed Ventures",privateequity,7500000,2,2015,8
1842,2015-08-12,bigbasket,online&mobilegrocerystore,,bangalore,Bessemer Venture Partners,privateequity,50000000,1,2015,8
1843,2015-08-12,sheroes,careercommunityforwomen,,noida,"Quintillion Media, 500 Startups",seedfunding,770000,2,2015,8
1844,2015-08-12,scripbox,mutualfundinvestingplatform,,bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",privateequity,2500000,5,2015,8
1845,2015-08-13,betaout,ecommercemarketingsoftwareplatform,,noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",seedfunding,500000,4,2015,8
1846,2015-08-13,ifmrholdings,financialinclusionplatform,,chennai,"Accion, LeapFrog Investments, Lok Capital",privateequity,25000000,3,2015,8
1847,2015-08-13,massblurb,digitalmarketingautomationsolution,,mumbai,"LetsVenture, Mumbai Angels",seedfunding,12031073,2,2015,8
1848,2015-08-13,agrostar,mobilecommerceforfarmers,,pune,IDG Ventures,privateequity,4000000,1,2015,8
1849,2015-08-14,voxweb,picturebasedsocialapp,,mumbai,Jitendra Gupta & others,seedfunding,100000,1,2015,8
1850,2015-08-14,trukky,logisticsserviceplatform,,ahmedabad,"Gujarat based angel investors, MMY co-Founder",seedfunding,245000,2,2015,8
1851,2015-08-14,vanitycube,on-demandbeautyservices,,newdelhi,Group of angel investors,seedfunding,12031073,1,2015,8
1852,2015-08-17,edu4share,exampreparationplatform,,newdelhi,Nalin Jain & other angel investors,seedfunding,220000,1,2015,8
1853,2015-08-17,yourstory,startupfocusedonlinepublisher,,mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",seedfunding,12031073,4,2015,8
1854,2015-08-17,sampurnearth,wastemanagementsolutions,,mumbai,"Intellecap Impact Investment Network, family office fund",seedfunding,160000,2,2015,8
1855,2015-08-17,orobind,appbasedfitnesscoaching,,bangalore,Existing & New Investors,privateequity,12031073,1,2015,8
1856,2015-08-17,fixy,ondemandcleaning&fixingservices,,mumbai,VentureNursery,seedfunding,12031073,1,2015,8
1857,2015-08-17,msmbox,beauty&lifestyleplatform,,newdelhi,Rohit Goel,seedfunding,12031073,1,2015,8
1858,2015-08-17,shadowfax,on-demanddeliveryservice,,gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",seedfunding,310000,4,2015,8
1859,2015-08-17,gadgets360,car&bikeecommerceplatform,,newdelhi,One97 Communications,privateequity,12031073,1,2015,8
1860,2015-08-18,roposo,fashiondiscoveryplatform,,gurgaon,Tiger Global,privateequity,15000000,1,2015,8
1861,2015-08-18,intelligencenode,dataanalyticsplatform,,mumbai,"New Enterprise Associates, Orios Venture Partners",privateequity,4200000,2,2015,8
1862,2015-08-18,hyperverge,deeplearningcloudalgorithms,,chennai,"NEA, Milliways Ventures, Naya Ventures",seedfunding,1000000,3,2015,8
1863,2015-08-18,twyst,locationbasedengagement&rewardsplatform,,gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",seedfunding,12031073,4,2015,8
1864,2015-08-18,idfy,onlineidentityverificationservicesplatform,,mumbai,"NEA, Blume Ventures & others",privateequity,12031073,2,2015,8
1865,2015-08-18,zoojoo.be,corporatewellnessapp,,bangalore,RoundGlass Partners,privateequity,1000000,1,2015,8
1866,2015-08-19,fashionove,fashionsearch&reviewplatform,,kolkata,Umesh Yadav,seedfunding,12031073,1,2015,8
1867,2015-08-19,timesaverz,"hyperlocalmaintenance,repair&cleaningservices",,mumbai,Unilazer Ventures,privateequity,2400000,1,2015,8
1868,2015-08-19,envoged,pre-ownedluxuryonlineapparelseller,,mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",seedfunding,12031073,3,2015,8
1869,2015-08-19,mebelkart,onlinefurnituremarketplace,,bangalore,AskMe,privateequity,20000000,1,2015,8
1870,2015-08-20,labsadvisor,onlinediagnostictestsmarketplace,,newdelhi,Group of Angel Investors,seedfunding,156000,1,2015,8
1871,2015-08-20,flatpebble,onlinemarketplaceforphotographers,,hyderabad,Indian Angel Network,seedfunding,600000,1,2015,8
1872,2015-08-20,bluegape,visualbloggingplatform,,newdelhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",seedfunding,600000,3,2015,8
1873,2015-08-21,epoise,jobsearchplatform,,bangalore,"Orios Venture Partners, Amit Ranjan & others",seedfunding,500000,2,2015,8
1874,2015-08-24,jollyfoodfellow,foodcustomeranalyticsplatform,,ahmedabad,The 1947,seedfunding,300000,1,2015,8
1875,2015-08-24,bookmein,professionalserviceappointmentbookingservice,,mumbai,Ajmera Group of Companies,seedfunding,400000,1,2015,8
1876,2015-08-24,izofy,scientifichoroscopeonlineassistanceplatform,,kolkata,Prime Capital Markets Ltd,seedfunding,12031073,1,2015,8
1877,2015-08-24,rbus,techenabledacbusservice,,mumbai,"India Quotient, Anupam Mittal & others",seedfunding,12031073,2,2015,8
1878,2015-08-25,qyk,on-demandappbasedprofessionalserviceprovider,,bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",privateequity,1000000,4,2015,8
1879,2015-08-25,eazydiner,restaurantreservationplatform,,gurgaon,"DSG Consumer Partners, Saama Capital",privateequity,3000000,2,2015,8
1880,2015-08-25,revx,cross-channelcrmplatform,,mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",privateequity,4000000,5,2015,8
1881,2015-08-25,icustommadeit,professionalcustomcreatorsmarketplace,,pune,Group of Angel Investors,seedfunding,250000,1,2015,8
1882,2015-08-26,pickmylaundry,on-demandwashing&dry-cleaning,,newdelhi,GHV Accelerator,seedfunding,100000,1,2015,8
1883,2015-08-26,belita,on-demandbeautyservice,,mumbai,"India Quotient, LetsVenture investors, Lead Angels",seedfunding,400000,3,2015,8
1884,2015-08-26,ola,solarproductsandservicesmarketplace,,ahmedabad,Infuse Ventures,seedfunding,12031073,1,2015,8
1885,2015-08-26,foodtalkindia,onlinefoodcommunityplatform,,gurgaon,Undisclosed Investor,seedfunding,500000,1,2015,8
1886,2015-08-27,instasafe,privatecloudnetworkssaasplatform,,bangalore,Group of Investors,seedfunding,12031073,1,2015,8
1887,2015-08-27,eazycoach,educationmarketplace,,kolkata,Ravi Agarwal,seedfunding,12031073,1,2015,8
1888,2015-08-27,djubo.com,cloudbasedhotelsalesplatform,,newdelhi,Ibibo Group,privateequity,12031073,1,2015,8
1889,2015-08-28,betterbutter.in,onlinerecipesharingplatform,,newdelhi,"Growx Ventures, Manish Singhal",seedfunding,12031073,2,2015,8
1890,2015-08-28,vyomo,beauty&lifestylemobilemarketplace,,bangalore,Rocket Internet,privateequity,2000000,1,2015,8
1891,2015-08-28,rollmafia,qsrrestaurantchain,,pune,Equentia Natural Resources,seedfunding,160000,1,2015,8
1892,2015-08-29,iamwire,digitalmediapublishingplatform,,gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",seedfunding,12031073,6,2015,8
1893,2015-08-31,dropkaffe,onlinecoffeedeliveryplatform,,bangalore,"Manish Singhal, P39 Capital & Others",seedfunding,300000,2,2015,8
1894,2015-08-31,reverie,languagelocalizationcloudplatform,,bangalore,"Aspada Investment Advisors, Qualcomm Ventures",privateequity,4000000,2,2015,8
1895,2015-08-31,infiniteanalytics,bigdata&predictiveanalysisplatform,,mumbai,"Ratan Tata, Nikhil Vora & others",privateequity,12031073,2,2015,8
1896,2015-07-01,parcelled,onlinelogisticsplatform,,bangalore,"Delhivery, Tracxn Labs",seedfunding,12031073,2,2015,7
1897,2015-07-01,retigencetechnologies,businessitintelligenceservices,,mumbai,Omnivore Partners,privateequity,12031073,1,2015,7
1898,2015-07-01,cloudcherry,crm/analyticsplatform,,chennai,"The Chennai Angels, IDG Ventures India",seedfunding,1000000,2,2015,7
1899,2015-07-01,handyhome,hyperlocalelectronicsrepairservice,,mumbai,"Bessemer Ventures, Kae Capital",seedfunding,630000,2,2015,7
1900,2015-07-01,idreamcareer,ed-techplatform,,newdelhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",seedfunding,12031073,3,2015,7
1901,2015-07-01,ola,cabrentalmobileapp,,bangalore,Ratan Tata,privateequity,12031073,1,2015,7
1902,2015-07-01,nxtgen,itinfrastructure&datacenterservices,,bangalore,"IFC, Axon Partners, Intel Capital",privateequity,13500000,3,2015,7
1903,2015-07-02,bankbazaar,onlinefinancialservices,,chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",privateequity,60000000,3,2015,7
1904,2015-07-02,gozoomo,usedcarmarketplace,,bangalore,SAIF Partners,privateequity,5000000,1,2015,7
1905,2015-07-02,zenatix,internetofthingsplatform,,gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",seedfunding,161000,4,2015,7
1906,2015-07-03,cult,languagelearningapp,,jaipur,Tiger Global,privateequity,6500000,1,2015,7
1907,2015-07-03,goqii,mobilefitnessmarketplace,,mumbai,Vijay Shekhar Sharma,privateequity,12031073,1,2015,7
1908,2015-07-03,gingercrush,custommerchandizeplatform,,ahmedabad,"Gokul Jaykrishna, Brand Capital",seedfunding,1000000,2,2015,7
1909,2015-07-04,elanic,p2ppre-ownedgoodsmarketplace,,bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",seedfunding,12031073,3,2015,7
1910,2015-07-04,stitchwood,customfurnituremarketplace,,mumbai,"Powai Lake Ventures, Ajeet Khurana & others",seedfunding,395000,2,2015,7
1911,2015-07-05,urbantailor,onlinetailoringservices,,bangalore,Group of angel investors,seedfunding,12031073,1,2015,7
1912,2015-07-06,confirmttkt,railticketconfirmationpredictor,,bangalore,Pravin Agarwala & others,seedfunding,12031073,1,2015,7
1913,2015-07-06,paperboat,ethnicbeveragesmanufacturer,,gurgaon,"Sofina, Hillhouse Capital",privateequity,30000000,2,2015,7
1914,2015-07-06,getnow,hyperlocalgoodsmarketplace,,nagpur,Atulya Mittal,seedfunding,12031073,1,2015,7
1915,2015-07-07,wudstay,budgetaccommodationaggregator,,gurgaon,"Mangroves Capital Partners, Vikas Saxena",privateequity,3000000,2,2015,7
1916,2015-07-07,liasesforas,realestaterating&analysis,,newdelhi,DMG information Asia Pacific,privateequity,5000000,1,2015,7
1917,2015-07-07,eatlo,fooddeliveryplatform,,bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",seedfunding,12031073,3,2015,7
1918,2015-07-07,indialends,financialtech,,newdelhi,"DSG Consumer Partners, Siddharth Parekh",privateequity,12031073,2,2015,7
1919,2015-07-08,quinto,fooddiscoveryapp,,pune,Jaydeep Barman,seedfunding,12031073,1,2015,7
1920,2015-07-08,saavn,musicstreamingapp,,mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",privateequity,100000000,6,2015,7
1921,2015-07-08,flytxt,bigdata&analyticsplatform,,mumbai,"Sunrise Capital GmBH, Big Data Investments B.V",privateequity,11000000,2,2015,7
1922,2015-07-08,axtria,bigdata&analyticsplatform,,india,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",privateequity,30000000,5,2015,7
1923,2015-07-08,33coupons,couponaggregatorplatform,,kanpur,Not Disclosed,seedfunding,20000,1,2015,7
1924,2015-07-08,ampere,electricscootermanufacturer,,coimbatore,Ratan Tata,seedfunding,12031073,1,2015,7
1925,2015-07-08,hoppingchef,onlinefood-techplatform,,mumbai,Mirah Hospitality,seedfunding,470000,1,2015,7
1926,2015-07-08,collectabillia,celebrityfashionbrand,,bangalore,Accel Partners,privateequity,7500000,1,2015,7
1927,2015-07-08,lendingkart,onlinefinancelendingplatform,,ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",privateequity,10000000,4,2015,7
1928,2015-07-08,lybrate,healthcaremobileapp,,newdelhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",privateequity,10200000,3,2015,7
1929,2015-07-08,zoomcar,self-drivenvehiclerental,,bangalore,"Sequoia Capital, Empire Angels, NGP",privateequity,11000000,3,2015,7
1930,2015-07-09,newsinshorts,newsaggregatormobileapp,,noida,Tiger Global,privateequity,20000000,1,2015,7
1931,2015-07-09,bluestone,onlinejewellerystore,,bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",privateequity,16200000,3,2015,7
1932,2015-07-09,shopsity,fashioninfoaggregatorapp,,gurgaon,"Sandeep Aggarwal, Teruhide Sato",seedfunding,12031073,2,2015,7
1933,2015-07-09,notesgen,onlinestudynotesmarketplace,,newdelhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",seedfunding,12031073,3,2015,7
1934,2015-07-10,infinityassurance,warrantyprogramsserviceadministration,,newdelhi,Indian Angel Network,seedfunding,600000,1,2015,7
1935,2015-07-10,footprintseducation,pre-schoolchain,,gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",seedfunding,685000,3,2015,7
1936,2015-07-10,loyltyrewards,premiumloyaltyrewardspointmanagement,,mumbai,IndianIdeas.com,privateequity,19350000,1,2015,7
1937,2015-07-13,ameyo,contactcentersoftwareplatform,,gurgaon,Forum Synergies PE Fund,privateequity,5000000,1,2015,7
1938,2015-07-13,mamagoto,casualdiningrestaurantchain,,newdelhi,Goldman Sachs,privateequity,10000000,1,2015,7
1939,2015-07-13,satvacart,onlinegrocerydelivery,,gurgaon,Palaash Ventures,seedfunding,12031073,1,2015,7
1940,2015-07-14,mysmartprice,onlinecomparisonengine,,hyderabad,"Accel Partners, Helion Venture Partners",privateequity,10000000,2,2015,7
1941,2015-07-14,zenify,residentialrentalmanagementplatform,,bangalore,Atul Jalan,seedfunding,12031073,1,2015,7
1942,2015-07-14,boxmyspace,physicalstoragewarehouses,,mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",seedfunding,300000,4,2015,7
1943,2015-07-14,hackerrank,techrecruitmentplatform,,bangalore,HR Technology fund,privateequity,7500000,1,2015,7
1944,2015-07-14,wickedride,bikerentalplatform,,bangalore,Undisclosed,seedfunding,790000,1,2015,7
1945,2015-07-14,wowexpress,techenabledlogisticsplatform,,mumbai,Tamarind Family Private Trust,seedfunding,500000,1,2015,7
1946,2015-07-15,oyo,budgethotelaccommodation,,gurgaon,"Softbank, Sequoia Capital",privateequity,100000000,2,2015,7
1947,2015-07-15,mobikon,restaurantcustomerengagementplatform,,pune,Jungle Ventures,privateequity,2300000,1,2015,7
1948,2015-07-15,instalively,livevideostreamingapp,,newdelhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",seedfunding,12031073,4,2015,7
1949,2015-07-15,runnr,hyperlocallogisticsplatform,,bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",privateequity,11000000,3,2015,7
1950,2015-07-16,ketto,crowdfundingplatform,,mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",seedfunding,700000,2,2015,7
1951,2015-07-17,quikwallet,f&bsectormobilepaymentplatform,,mumbai,Snow Leopard Technology Ventures,privateequity,1600000,1,2015,7
1952,2015-07-17,omnikart,industrialsuppliesb2becommerce,,mumbai,"Sumit Gandhi, Manish Gandhi",seedfunding,100000,2,2015,7
1953,2015-07-20,zorooms,onlinebudgethotelchain,,newdelhi,"Tiger Global, Orios Venture Partners.",privateequity,15000000,2,2015,7
1954,2015-07-20,innoviti,paymentsolutionsplatform,,bangalore,"Catamaran Ventures, New India Investment Corporation",privateequity,4850000,2,2015,7
1955,2015-07-21,zenradius,onlinehiringplatform,,bangalore,"Tracxn Labs, Deepak Singh",seedfunding,12031073,2,2015,7
1956,2015-07-21,joybynature,organicfoodecommerce,,newdelhi,"Mumbai Angels, Vriddhi Fund, Others",privateequity,1000000,3,2015,7
1957,2015-07-22,iqlect,bigdata&analyticsplatform,,bangalore,Exfinity Venture Partners,privateequity,2000000,1,2015,7
1958,2015-07-22,degustibus,finediningrestaurantchain,,mumbai,India Value Fund Advisors,privateequity,30000000,1,2015,7
1959,2015-07-23,nestaway,luxuryrentalhomes,,bangalore,"Flipkart, Tiger Global",privateequity,12750000,2,2015,7
1960,2015-07-23,mswipe,mobilepointofsalepaymentsolution,,notspecific,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",privateequity,25000000,6,2015,7
1961,2015-07-23,myonsto,onlinegrocers,,ahmedabad,Jayant Bokadia,seedfunding,320000,1,2015,7
1962,2015-07-23,icrushiflush,casualdatingapp,,mumbai,IDG Ventures India,seedfunding,12031073,1,2015,7
1963,2015-07-23,medgenome,clinicalgenomicsprovider,,bangalore,Sequoia Capital,privateequity,20000000,1,2015,7
1964,2015-07-23,holidayiq,travelinformationportal,,bangalore,MakeMyTrip,privateequity,15000000,1,2015,7
1965,2015-07-23,fitternity,fitnessmarketplace,,mumbai,Exfinity Venture Partners,privateequity,1000000,1,2015,7
1966,2015-07-23,quikr,online&mobileclassifiedlistings,,mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",privateequity,60000000,3,2015,7
1967,2015-07-23,jetsetgo,privatejet/helicoptermarketplace,,newdelhi,YourWeCan Ventures,seedfunding,12031073,1,2015,7
1968,2015-07-24,broex,realestatebrokernetworkapp,,gurgaon,Lightspeed India,privateequity,1000000,1,2015,7
1969,2015-07-25,shopatplaces,ethnic/traditionalfashionstore,,newdelhi,Indian Angel Network,seedfunding,12031073,1,2015,7
1970,2015-07-25,credr,usedbikesmarketplace,,mumbai,Fidelity Growth Partners,privateequity,15000000,1,2015,7
1971,2015-07-27,managemyspa,spa&salonmanagementsoftware,,hyderabad,Accel Partners,privateequity,6000000,1,2015,7
1972,2015-07-27,townrush,b2blogisticsdeliveryplatform,,bangalore,Lightspeed Venture Partners,seedfunding,12031073,1,2015,7
1973,2015-07-27,locus,logisticsautomationplatform,,bangalore,"growX ventures,  Manish Singhal",seedfunding,12031073,2,2015,7
1974,2015-07-27,bevy,onlinehiringplatform,,bangalore,Varun Agarwal & Others,seedfunding,12031073,1,2015,7
1975,2015-07-28,pepperfry,onlinehomedécormarketplace,,mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",privateequity,100000000,3,2015,7
1976,2015-07-28,flipkart,onlinemarketplace,,bangalore,Steadview Capital and existing investors,privateequity,700000000,1,2015,7
1977,2015-07-28,opinio,hyperlocalfood&grocerystore,,bangalore,"Accel Partners, Traxcn Labs & Others",seedfunding,1300000,2,2015,7
1978,2015-07-28,zoctr,health-techplatform,,mumbai,"Sandeep Parwal, Krishan Gupta & Others",seedfunding,1000000,2,2015,7
1979,2015-07-29,zimmber,hyperlocalhandymanservices,,mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",privateequity,2000000,4,2015,7
1980,2015-07-29,truehb,medicaltechinstruments,,newdelhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",seedfunding,2400000,3,2015,7
1981,2015-07-29,little,hyperlocaldealsmarketplace,,bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",privateequity,50000000,3,2015,7
1982,2015-07-29,swajal,innovativewatersolutions,,gurgaon,Abhishek Gupta,privateequity,1200000,1,2015,7
1983,2015-07-30,pipabella,onlinejewelrystore,,mumbai,LionRock Capital,privateequity,600000,1,2015,7
1984,2015-07-30,pragmatix,businessintelligence&analytics,,mumbai,SIDBI Venture Capital Ltd,privateequity,2400000,1,2015,7
1985,2015-07-30,droom,usedvehiclemarketplace,,newdelhi,"Lightbox Ventures, Beenos",privateequity,16000000,2,2015,7
1986,2015-07-30,madratgames,educationalboardgames,,bangalore,"Kunal Bahl, Rohit Bansal",seedfunding,168000,2,2015,7
1987,2015-07-30,noodleplay,chinesefooddelivery,,mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",seedfunding,168000,3,2015,7
1988,2015-07-30,wassup,on-demandlaundry&drycleaningapp,,chennai,B S Nagesh,privateequity,12031073,1,2015,7
1989,2015-07-30,cartisan,on-demandcarservicesapp,,bangalore,"YouWeCan Ventures,  Aprameya Radhakrishna",seedfunding,12031073,2,2015,7
1990,2015-07-31,lazylad,hyperlocalgroceryapp,,gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",privateequity,500000,3,2015,7
1991,2015-07-31,tripfactory,onlinecuratedholidaypackagebookings,,bangalore,"Aarin Capital Partners,",privateequity,12031073,2,2015,7
1992,2015-07-31,prothom,hasbrotoymanufacturer,,pune,Oliphabs Capital,privateequity,2000000,1,2015,7
1993,2015-07-31,bonavita,traveltech,,gurgaon,MakeMyTrip,privateequity,5000000,1,2015,7
1994,2015-06-01,vyomo,beautyandwellnessplatform,,newdelhi,Aprameya Radhakrishna,seedfunding,12031073,1,2015,6
1995,2015-06-01,veebafoods,healthyfoodmanufacturer,,newdelhi,"DSG Consumer Partners, Saama Capital.",privateequity,6000000,2,2015,6
1996,2015-06-01,truebil,usedcarmarketplace,,mumbai,"Kae Capital, Anupam Mittal",seedfunding,500000,2,2015,6
1997,2015-06-01,meritnation,onlinelearningplatform,,newdelhi,InfoEdge,privateequity,4000000,1,2015,6
1998,2015-06-01,eattreatonline,healthyfoodonlinecommunity,,newdelhi,Group of 15 Angel Investors,seedfunding,350000,1,2015,6
1999,2015-06-01,credr,usedtwo-wheelermarketplace,,mumbai,GrowthStory,seedfunding,12031073,1,2015,6
2000,2015-06-01,glamrs,onlinefashionvideoportal,,mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",privateequity,1000000,4,2015,6
2001,2015-06-01,proviera,probiotictechnologyproductsmanufacturer,,chennai,Infuse Ventures,privateequity,550000,1,2015,6
